#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   3.824819e+00  1.008466e-01  3.701837e+01
1 5.000000e-04 1 1   3.836143e+00  1.001931e-01  3.735415e+01
2 1.500000e-03 1 1   3.741913e+00  1.005454e-01  3.462213e+01
3 2.500000e-03 1 1   3.767856e+00  9.905657e-02  3.411863e+01
4 3.500000e-03 1 1   3.800642e+00  9.925613e-02  3.420260e+01
5 4.500000e-03 1 1   3.833280e+00  9.979190e-02  3.429061e+01
6 5.500000e-03 1 1   3.844921e+00  1.003569e-01  3.388991e+01
7 6.500000e-03 1 1   3.849684e+00  1.002389e-01  3.334263e+01
8 7.500000e-03 1 1   3.860543e+00  9.903235e-02  3.293482e+01
9 8.500000e-03 1 1   3.880268e+00  9.713836e-02  3.272448e+01
10 9.500000e-03 1 2   3.903772e+00  9.548238e-02  3.261110e+01
11 1.050000e-02 1 2   3.924240e+00  9.492836e-02  3.245530e+01
12 1.150000e-02 1 1   3.938088e+00  9.568294e-02  3.218309e+01
13 1.250000e-02 1 2   3.946868e+00  9.709024e-02  3.182415e+01
14 1.350000e-02 1 2   3.955335e+00  9.799181e-02  3.146549e+01
15 1.450000e-02 1 1   3.966689e+00  9.749486e-02  3.117168e+01
16 1.550000e-02 1 1   3.980513e+00  9.575150e-02  3.094207e+01
17 1.650000e-02 1 1   3.994264e+00  9.361710e-02  3.072855e+01
18 1.750000e-02 1 1   4.005582e+00  9.207211e-02  3.048384e+01
19 1.850000e-02 1 1   4.013942e+00  9.176166e-02  3.019486e+01
20 1.950000e-02 1 2   4.020313e+00  9.258348e-02  2.987892e+01
21 2.050000e-02 1 2   4.026139e+00  9.358572e-02  2.955938e+01
22 2.150000e-02 1 2   4.031925e+00  9.390715e-02  2.924670e+01
23 2.250000e-02 1 2   4.037403e+00  9.324150e-02  2.893701e+01
24 2.350000e-02 1 2   4.041931e+00  9.191815e-02  2.861918e+01
25 2.450000e-02 1 2   4.044845e+00  9.061486e-02  2.828063e+01
26 2.550000e-02 1 2   4.045616e+00  8.988720e-02  2.790986e+01
27 2.650000e-02 1 2   4.044049e+00  8.981705e-02  2.750050e+01
28 2.750000e-02 1 2   4.040530e+00  9.003140e-02  2.705674e+01
29 2.850000e-02 1 2   4.035939e+00  9.004666e-02  2.659312e+01
30 2.950000e-02 1 2   4.031108e+00  8.962668e-02  2.612495e+01
31 3.050000e-02 1 2   4.026161e+00  8.891231e-02  2.565512e+01
32 3.150000e-02 1 1   4.020458e+00  8.820188e-02  2.516929e+01
33 3.250000e-02 1 1   4.012607e+00  8.787238e-02  2.464362e+01
34 3.350000e-02 1 1   4.002141e+00  8.785671e-02  2.406513e+01
35 3.450000e-02 1 2   3.989278e+00  8.790966e-02  2.343730e+01
36 3.550000e-02 1 2   3.975496e+00  8.764680e-02  2.278040e+01
37 3.650000e-02 1 1   3.961838e+00  8.698235e-02  2.210979e+01
38 3.750000e-02 1 2   3.947980e+00  8.619948e-02  2.142785e+01
39 3.850000e-02 1 2   3.934156e+00  8.549575e-02  2.072832e+01
40 3.950000e-02 1 2   3.919648e+00  8.516748e-02  1.999978e+01
41 4.050000e-02 1 2   3.904144e+00  8.522621e-02  1.923558e+01
42 4.150000e-02 1 2   3.887766e+00  8.544592e-02  1.843644e+01
43 4.250000e-02 1 2   3.870867e+00  8.551418e-02  1.760633e+01
44 4.350000e-02 1 2   3.853819e+00  8.521763e-02  1.674884e+01
45 4.450000e-02 1 2   3.836903e+00  8.455332e-02  1.586700e+01
46 4.550000e-02 1 1   3.820794e+00  8.373926e-02  1.496491e+01
47 4.650000e-02 1 2   3.804409e+00  8.306046e-02  1.404889e+01
48 4.750000e-02 1 2   3.789061e+00  8.274893e-02  1.312161e+01
49 4.850000e-02 1 1   3.774801e+00  8.287819e-02  1.218067e+01
50 4.950000e-02 1 2   3.759862e+00  8.318823e-02  1.122020e+01
51 5.050000e-02 1 2   3.745687e+00  8.344392e-02  1.023590e+01
52 5.150000e-02 1 2   3.732030e+00  8.344919e-02  9.231372e+00
53 5.250000e-02 1 2   3.719214e+00  8.310207e-02  8.215905e+00
54 5.350000e-02 1 2   3.707541e+00  8.254707e-02  7.199076e+00
55 5.450000e-02 1 2   3.697075e+00  8.205689e-02  6.184569e+00
56 5.550000e-02 1 2   3.687650e+00  8.184346e-02  5.169135e+00
57 5.650000e-02 1 2   3.679075e+00  8.196549e-02  4.147577e+00
58 5.750000e-02 1 2   3.671318e+00  8.228305e-02  3.118972e+00
59 5.850000e-02 1 2   3.664526e+00  8.257196e-02  2.088679e+00
60 5.950000e-02 1 2   3.658891e+00  8.265879e-02  1.064659e+00
61 6.050000e-02 1 2   3.654483e+00  8.251919e-02  5.185978e-02
62 6.150000e-02 1 2   3.651227e+00  8.227291e-02 -9.503499e-01
63 6.250000e-02 1 2   3.648979e+00  8.208982e-02 -1.945719e+00
64 6.350000e-02 1 2   3.647666e+00  8.207265e-02 -2.936288e+00
65 6.450000e-02 2 2   3.653356e+00  8.278922e-02 -4.121297e+00
66 6.550000e-02 2 2   3.654461e+00  8.297066e-02 -5.150671e+00
67 6.650000e-02 1 5   3.646291e+00  8.214794e-02 -5.672549e+00
68 6.750000e-02 1 2   3.653062e+00  8.259191e-02 -6.753758e+00
