#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   3.350030e+00  8.515615e-02  3.056488e+01
1 5.000000e-04 1 1   3.362367e+00  8.453728e-02  3.089181e+01
2 1.500000e-03 1 2   3.273728e+00  8.524217e-02  2.851807e+01
3 2.500000e-03 1 2   3.297849e+00  8.373600e-02  2.817468e+01
4 3.500000e-03 1 3   3.321519e+00  8.375529e-02  2.824872e+01
5 4.500000e-03 1 2   3.346044e+00  8.422140e-02  2.832560e+01
6 5.500000e-03 1 3   3.353588e+00  8.468313e-02  2.800681e+01
7 6.500000e-03 1 2   3.355655e+00  8.455396e-02  2.757170e+01
8 7.500000e-03 1 1   3.362688e+00  8.362507e-02  2.724764e+01
9 8.500000e-03 1 3   3.376385e+00  8.225811e-02  2.707426e+01
10 9.500000e-03 2 2   3.447998e+00  8.160138e-02  2.854929e+01
11 1.050000e-02 2 2   3.454024e+00  8.113779e-02  2.819576e+01
12 1.150000e-02 1 2   3.383292e+00  8.114335e-02  2.568501e+01
13 1.250000e-02 1 2   3.418407e+00  8.219614e-02  2.619499e+01
14 1.350000e-02 1 2   3.431021e+00  8.287654e-02  2.607604e+01
15 1.450000e-02 1 2   3.436009e+00  8.256873e-02  2.578003e+01
16 1.550000e-02 1 2   3.440772e+00  8.130020e-02  2.548612e+01
17 1.650000e-02 1 2   3.448056e+00  7.967672e-02  2.526333e+01
18 1.750000e-02 1 2   3.455663e+00  7.851934e-02  2.506044e+01
19 1.850000e-02 1 3   3.461499e+00  7.829447e-02  2.483048e+01
20 1.950000e-02 1 2   3.465125e+00  7.885498e-02  2.456327e+01
21 2.050000e-02 1 1   3.467327e+00  7.952732e-02  2.427224e+01
22 2.150000e-02 1 1   3.469098e+00  7.979877e-02  2.397876e+01
23 2.250000e-02 1 1   3.471094e+00  7.936716e-02  2.369585e+01
24 2.350000e-02 1 1   3.473032e+00  7.841121e-02  2.341891e+01
25 2.450000e-02 1 1   3.473988e+00  7.744200e-02  2.312942e+01
26 2.550000e-02 1 1   3.473081e+00  7.687045e-02  2.280797e+01
27 2.650000e-02 1 1   3.470166e+00  7.678417e-02  2.244906e+01
28 2.750000e-02 1 1   3.465921e+00  7.694023e-02  2.206380e+01
29 2.850000e-02 1 1   3.461319e+00  7.700885e-02  2.167063e+01
30 2.950000e-02 1 1   3.456914e+00  7.676784e-02  2.128035e+01
31 3.050000e-02 1 1   3.452478e+00  7.629403e-02  2.088849e+01
32 3.150000e-02 1 2   3.447133e+00  7.586967e-02  2.047904e+01
33 3.250000e-02 1 1   3.440495e+00  7.555330e-02  2.003726e+01
34 3.350000e-02 1 2   3.431962e+00  7.550695e-02  1.955613e+01
35 3.450000e-02 1 2   3.422347e+00  7.546690e-02  1.904415e+01
36 3.550000e-02 1 2   3.412288e+00  7.527080e-02  1.851351e+01
37 3.650000e-02 1 2   3.402310e+00  7.485121e-02  1.797302e+01
38 3.750000e-02 1 2   3.392515e+00  7.430182e-02  1.742355e+01
39 3.850000e-02 1 1   3.382872e+00  7.380586e-02  1.686008e+01
40 3.950000e-02 1 1   3.372715e+00  7.356170e-02  1.627510e+01
