#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   3.071677e+00  7.071998e-02  2.436589e+01
1 5.000000e-04 1 1   3.088711e+00  7.003456e-02  2.474064e+01
2 1.500000e-03 1 1   2.986734e+00  7.077934e-02  2.231689e+01
3 2.500000e-03 1 1   3.015498e+00  6.945422e-02  2.213309e+01
4 3.500000e-03 1 1   3.033863e+00  6.968957e-02  2.224880e+01
5 4.500000e-03 1 1   3.053147e+00  6.988909e-02  2.233677e+01
6 5.500000e-03 1 1   3.056289e+00  7.006251e-02  2.204860e+01
7 6.500000e-03 1 1   3.055494e+00  6.991991e-02  2.167799e+01
8 7.500000e-03 1 1   3.059890e+00  6.926476e-02  2.142465e+01
9 8.500000e-03 1 1   3.069839e+00  6.830854e-02  2.129524e+01
10 9.500000e-03 1 1   3.080900e+00  6.752694e-02  2.119800e+01
11 1.050000e-02 1 1   3.088934e+00  6.731787e-02  2.104876e+01
12 1.150000e-02 1 1   3.092951e+00  6.770805e-02  2.082536e+01
13 1.250000e-02 1 1   3.094898e+00  6.831843e-02  2.056424e+01
14 1.350000e-02 1 1   3.097362e+00  6.861140e-02  2.031717e+01
15 1.450000e-02 1 1   3.101421e+00  6.824836e-02  2.010809e+01
16 1.550000e-02 1 1   3.106283e+00  6.731888e-02  1.992340e+01
17 1.650000e-02 1 1   3.110486e+00  6.627071e-02  1.973412e+01
18 1.750000e-02 1 1   3.113188e+00  6.559780e-02  1.952175e+01
19 1.850000e-02 1 1   3.114556e+00  6.552278e-02  1.928772e+01
20 1.950000e-02 1 1   3.115192e+00  6.588550e-02  1.904277e+01
21 2.050000e-02 1 1   3.115536e+00  6.626904e-02  1.879532e+01
22 2.150000e-02 1 1   3.115681e+00  6.630091e-02  1.854746e+01
23 2.250000e-02 1 1   3.115513e+00  6.589171e-02  1.829732e+01
24 2.350000e-02 1 1   3.114862e+00  6.525336e-02  1.804151e+01
25 2.450000e-02 1 1   3.113537e+00  6.466775e-02  1.777522e+01
26 2.550000e-02 1 1   3.111296e+00  6.436314e-02  1.749205e+01
27 2.650000e-02 1 1   3.108022e+00  6.433104e-02  1.718802e+01
28 2.750000e-02 1 1   3.103907e+00  6.438342e-02  1.686569e+01
29 2.850000e-02 1 1   3.099404e+00  6.432265e-02  1.653356e+01
30 2.950000e-02 1 1   3.094923e+00  6.408073e-02  1.619976e+01
31 3.050000e-02 1 1   3.090507e+00  6.374102e-02  1.586493e+01
