#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   2.895340e+00  7.038105e-02  2.473510e+01
1 5.000000e-04 1 1   2.908655e+00  6.979058e-02  2.505284e+01
2 1.500000e-03 1 1   2.825800e+00  7.040145e-02  2.301387e+01
3 2.500000e-03 1 1   2.849328e+00  6.920762e-02  2.281546e+01
4 3.500000e-03 1 2   2.865289e+00  6.938197e-02  2.287068e+01
5 4.500000e-03 1 1   2.883113e+00  6.964754e-02  2.293390e+01
6 5.500000e-03 1 3   2.887302e+00  6.989375e-02  2.268229e+01
7 6.500000e-03 1 2   2.887375e+00  6.978913e-02  2.234271e+01
8 7.500000e-03 1 3   2.891343e+00  6.914987e-02  2.209043e+01
9 8.500000e-03 1 3   2.900469e+00  6.818371e-02  2.195194e+01
10 9.500000e-03 1 2   2.911371e+00  6.735785e-02  2.185845e+01
11 1.050000e-02 1 2   2.920017e+00  6.709843e-02  2.172863e+01
12 1.150000e-02 1 2   2.924771e+00  6.749076e-02  2.152745e+01
13 1.250000e-02 1 2   2.927013e+00  6.817759e-02  2.127951e+01
14 1.350000e-02 1 2   2.929355e+00  6.859377e-02  2.103615e+01
15 1.450000e-02 1 3   2.933318e+00  6.833027e-02  2.082987e+01
16 1.550000e-02 1 3   2.938442e+00  6.741945e-02  2.065433e+01
17 1.650000e-02 1 2   2.943202e+00  6.630330e-02  2.048012e+01
18 1.750000e-02 1 2   2.946473e+00  6.553173e-02  2.028348e+01
19 1.850000e-02 1 2   2.948208e+00  6.540796e-02  2.006134e+01
20 1.950000e-02 1 2   2.949080e+00  6.580594e-02  1.982546e+01
21 2.050000e-02 1 2   2.949721e+00  6.629399e-02  1.958771e+01
22 2.150000e-02 1 2   2.950302e+00  6.644269e-02  1.935181e+01
23 2.250000e-02 1 2   2.950644e+00  6.609198e-02  1.911487e+01
24 2.350000e-02 1 2   2.950484e+00  6.541802e-02  1.887180e+01
25 2.450000e-02 1 2   2.949594e+00  6.476495e-02  1.861732e+01
26 2.550000e-02 1 2   2.947765e+00  6.440199e-02  1.834577e+01
27 2.650000e-02 1 2   2.944892e+00  6.435837e-02  1.805325e+01
28 2.750000e-02 1 1   2.941191e+00  6.440705e-02  1.774117e+01
29 2.850000e-02 1 1   2.936965e+00  6.441025e-02  1.741687e+01
30 2.950000e-02 1 1   2.932747e+00  6.421548e-02  1.709033e+01
31 3.050000e-02 1 1   2.928672e+00  6.387520e-02  1.676430e+01
32 3.150000e-02 1 1   2.924383e+00  6.356495e-02  1.643111e+01
33 3.250000e-02 1 2   2.919238e+00  6.342337e-02  1.607821e+01
34 3.350000e-02 1 2   2.913095e+00  6.337924e-02  1.569768e+01
35 3.450000e-02 1 1   2.906167e+00  6.332069e-02  1.529098e+01
36 3.550000e-02 1 3   2.898702e+00  6.321916e-02  1.486797e+01
37 3.650000e-02 2 2   2.919734e+00  6.327879e-02  1.514168e+01
38 3.750000e-02 2 2   2.909560e+00  6.293922e-02  1.464302e+01
39 3.850000e-02 1 1   2.863144e+00  6.202488e-02  1.317513e+01
40 3.950000e-02 1 1   2.870152e+00  6.200591e-02  1.306345e+01
41 4.050000e-02 1 1   2.866849e+00  6.192070e-02  1.268315e+01
42 4.150000e-02 1 1   2.859367e+00  6.195038e-02  1.219115e+01
43 4.250000e-02 1 1   2.850343e+00  6.204975e-02  1.164524e+01
44 4.350000e-02 1 1   2.842344e+00  6.202774e-02  1.110828e+01
45 4.450000e-02 1 1   2.835730e+00  6.177128e-02  1.058769e+01
46 4.550000e-02 1 1   2.829904e+00  6.133946e-02  1.006901e+01
47 4.650000e-02 1 1   2.824233e+00  6.090866e-02  9.538221e+00
48 4.750000e-02 1 1   2.818594e+00  6.062048e-02  8.994097e+00
49 4.850000e-02 1 1   2.813248e+00  6.056366e-02  8.444415e+00
50 4.950000e-02 1 1   2.808408e+00  6.070113e-02  7.894262e+00
51 5.050000e-02 1 1   2.804005e+00  6.088120e-02  7.340588e+00
52 5.150000e-02 1 1   2.799803e+00  6.093727e-02  6.776149e+00
53 5.250000e-02 1 1   2.795769e+00  6.078897e-02  6.200962e+00
54 5.350000e-02 1 1   2.792152e+00  6.048107e-02  5.624334e+00
55 5.450000e-02 1 1   2.789223e+00  6.014811e-02  5.056579e+00
56 5.550000e-02 1 1   2.787005e+00  5.992517e-02  4.500124e+00
57 5.650000e-02 1 1   2.785235e+00  5.987250e-02  3.947619e+00
58 5.750000e-02 1 1   2.783631e+00  5.994364e-02  3.390812e+00
59 5.850000e-02 1 1   2.782143e+00  6.003875e-02  2.828645e+00
60 5.950000e-02 1 1   2.780979e+00  6.005927e-02  2.269329e+00
61 6.050000e-02 1 1   2.780340e+00  5.994407e-02  1.722239e+00
62 6.150000e-02 1 1   2.780256e+00  5.974183e-02  1.190784e+00
63 6.250000e-02 1 1   2.780522e+00  5.954735e-02  6.687762e-01
64 6.350000e-02 1 1   2.780964e+00  5.941376e-02  1.509190e-01
65 6.450000e-02 1 1   2.781508e+00  5.935929e-02 -3.665285e-01
66 6.550000e-02 1 1   2.782295e+00  5.931906e-02 -8.770406e-01
67 6.650000e-02 1 1   2.783456e+00  5.928467e-02 -1.376559e+00
68 6.750000e-02 1 2   2.784786e+00  5.919356e-02 -1.859610e+00
69 6.850000e-02 1 2   2.786667e+00  5.905595e-02 -2.328565e+00
70 6.950000e-02 1 2   2.788756e+00  5.889657e-02 -2.786308e+00
71 7.050000e-02 1 3   2.791015e+00  5.877018e-02 -3.235153e+00
72 7.150000e-02 1 2   2.793508e+00  5.867851e-02 -3.674993e+00
73 7.250000e-02 1 1   2.796493e+00  5.859578e-02 -4.104301e+00
74 7.350000e-02 1 1   2.799591e+00  5.848283e-02 -4.522251e+00
75 7.450000e-02 1 2   2.802799e+00  5.836639e-02 -4.927914e+00
76 7.550000e-02 1 2   2.806451e+00  5.821100e-02 -5.322667e+00
77 7.650000e-02 1 1   2.810497e+00  5.802105e-02 -5.705541e+00
78 7.750000e-02 1 1   2.814613e+00  5.785477e-02 -6.074813e+00
79 7.850000e-02 1 1   2.819011e+00  5.770550e-02 -6.431519e+00
80 7.950000e-02 1 1   2.823697e+00  5.756871e-02 -6.778634e+00
81 8.050000e-02 1 2   2.828513e+00  5.744155e-02 -7.118953e+00
82 8.150000e-02 1 2   2.833742e+00  5.726719e-02 -7.454727e+00
83 8.250000e-02 1 1   2.839375e+00  5.705527e-02 -7.785277e+00
84 8.350000e-02 1 2   2.845012e+00  5.687884e-02 -8.107090e+00
85 8.450000e-02 1 2   2.851080e+00  5.665962e-02 -8.420943e+00
86 8.550000e-02 1 1   2.857574e+00  5.641961e-02 -8.728455e+00
