#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   3.238076e+00  7.871239e-02  2.766311e+01
1 5.000000e-04 1 1   3.252615e+00  7.806022e-02  2.801372e+01
2 1.500000e-03 1 1   3.157089e+00  7.866678e-02  2.559563e+01
3 2.500000e-03 1 1   3.183236e+00  7.735938e-02  2.532029e+01
4 3.500000e-03 1 2   3.204383e+00  7.750768e-02  2.541300e+01
5 4.500000e-03 1 3   3.226602e+00  7.779892e-02  2.549808e+01
6 5.500000e-03 1 2   3.232054e+00  7.812410e-02  2.519234e+01
7 6.500000e-03 1 2   3.232682e+00  7.799445e-02  2.478478e+01
8 7.500000e-03 1 2   3.238402e+00  7.719159e-02  2.449271e+01
9 8.500000e-03 1 3   3.250415e+00  7.600165e-02  2.434060e+01
10 9.500000e-03 1 3   3.264336e+00  7.501365e-02  2.423848e+01
11 1.050000e-02 1 2   3.275321e+00  7.472783e-02  2.408867e+01
12 1.150000e-02 1 2   3.281630e+00  7.521173e-02  2.385399e+01
13 1.250000e-02 1 2   3.285088e+00  7.602136e-02  2.356754e+01
14 1.350000e-02 1 2   3.288791e+00  7.647545e-02  2.329030e+01
15 1.450000e-02 1 2   3.294397e+00  7.611576e-02  2.305775e+01
16 1.550000e-02 1 3   3.301267e+00  7.500548e-02  2.286014e+01
17 1.650000e-02 1 3   3.307618e+00  7.368577e-02  2.266294e+01
18 1.750000e-02 1 2   3.312211e+00  7.279956e-02  2.244005e+01
19 1.850000e-02 1 2   3.315040e+00  7.267565e-02  2.218911e+01
20 1.950000e-02 1 2   3.316857e+00  7.314251e-02  2.192326e+01
21 2.050000e-02 1 2   3.318339e+00  7.368183e-02  2.165522e+01
22 2.150000e-02 1 2   3.319672e+00  7.380517e-02  2.138884e+01
23 2.250000e-02 1 1   3.320713e+00  7.328480e-02  2.112063e+01
24 2.350000e-02 1 1   3.321104e+00  7.246922e-02  2.084585e+01
25 2.450000e-02 1 1   3.320587e+00  7.174706e-02  2.055794e+01
26 2.550000e-02 1 1   3.318901e+00  7.133590e-02  2.025014e+01
27 2.650000e-02 1 2   3.315841e+00  7.135174e-02  1.991782e+01
28 2.750000e-02 1 1   3.311836e+00  7.139627e-02  1.956395e+01
29 2.850000e-02 1 1   3.307162e+00  7.133909e-02  1.919571e+01
30 2.950000e-02 1 5   3.302389e+00  7.115018e-02  1.882578e+01
31 3.050000e-02 1 3   3.297748e+00  7.072978e-02  1.845586e+01
32 3.150000e-02 1 1   3.292801e+00  7.028445e-02  1.807519e+01
33 3.250000e-02 1 1   3.286726e+00  7.012805e-02  1.766911e+01
34 3.350000e-02 1 1   3.279352e+00  7.005873e-02  1.723191e+01
35 3.450000e-02 1 1   3.270895e+00  7.001480e-02  1.676454e+01
36 3.550000e-02 1 1   3.262064e+00  6.983632e-02  1.628024e+01
37 3.650000e-02 1 1   3.253393e+00  6.947835e-02  1.578889e+01
38 3.750000e-02 1 1   3.245041e+00  6.902480e-02  1.529264e+01
39 3.850000e-02 1 1   3.236738e+00  6.863952e-02  1.478450e+01
40 3.950000e-02 1 1   3.228243e+00  6.843655e-02  1.425940e+01
41 4.050000e-02 1 1   3.219508e+00  6.842031e-02  1.371666e+01
42 4.150000e-02 1 1   3.210548e+00  6.848284e-02  1.315488e+01
43 4.250000e-02 1 1   3.201532e+00  6.847704e-02  1.257640e+01
44 4.350000e-02 1 1   3.192622e+00  6.829975e-02  1.198301e+01
45 4.450000e-02 1 1   3.183932e+00  6.795170e-02  1.137563e+01
46 4.550000e-02 1 1   3.175621e+00  6.751788e-02  1.075807e+01
47 4.650000e-02 1 1   3.167816e+00  6.712472e-02  1.013454e+01
48 4.750000e-02 1 1   3.160608e+00  6.690310e-02  9.509382e+00
49 4.850000e-02 1 1   3.153861e+00  6.686983e-02  8.878834e+00
50 4.950000e-02 1 1   3.147454e+00  6.696309e-02  8.240061e+00
51 5.050000e-02 1 2   3.140937e+00  6.702881e-02  7.588944e+00
52 5.150000e-02 1 1   3.135408e+00  6.701356e-02  6.928171e+00
53 5.250000e-02 1 1   3.130102e+00  6.682724e-02  6.264262e+00
54 5.350000e-02 1 1   3.125456e+00  6.650327e-02  5.602766e+00
55 5.450000e-02 1 1   3.121511e+00  6.619962e-02  4.946721e+00
56 5.550000e-02 1 1   3.118131e+00  6.600931e-02  4.294143e+00
57 5.650000e-02 1 1   3.115185e+00  6.598339e-02  3.641871e+00
58 5.750000e-02 1 1   3.112623e+00  6.606007e-02  2.988690e+00
59 5.850000e-02 1 1   3.110497e+00  6.612789e-02  2.337567e+00
60 5.950000e-02 1 1   3.108900e+00  6.610071e-02  1.693820e+00
61 6.050000e-02 1 1   3.107864e+00  6.596279e-02  1.060708e+00
62 6.150000e-02 1 1   3.107323e+00  6.576328e-02  4.377436e-01
63 6.250000e-02 1 1   3.107178e+00  6.557702e-02 -1.776843e-01
64 6.350000e-02 1 1   3.107366e+00  6.545659e-02 -7.872917e-01
65 6.450000e-02 1 1   3.107904e+00  6.539956e-02 -1.389719e+00
66 6.550000e-02 1 1   3.108852e+00  6.536279e-02 -1.981366e+00
67 6.650000e-02 1 1   3.110241e+00  6.530532e-02 -2.559167e+00
