#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   4.319039e+00  1.173035e-01  4.409850e+01
1 5.000000e-04 1 2   4.329333e+00  1.166462e-01  4.444116e+01
2 1.500000e-03 1 1   4.229225e+00  1.167634e-01  4.131446e+01
3 2.500000e-03 1 2   4.257774e+00  1.150436e-01  4.062731e+01
4 3.500000e-03 1 2   4.301643e+00  1.151393e-01  4.072794e+01
5 4.500000e-03 1 2   4.344204e+00  1.160349e-01  4.083068e+01
6 5.500000e-03 1 2   4.361069e+00  1.169669e-01  4.033736e+01
7 6.500000e-03 1 2   4.369361e+00  1.168217e-01  3.966273e+01
8 7.500000e-03 1 2   4.385188e+00  1.151572e-01  3.916182e+01
9 8.500000e-03 1 2   4.412366e+00  1.125618e-01  3.891382e+01
10 9.500000e-03 2 2   4.524806e+00  1.109807e-01  4.111502e+01
11 1.050000e-02 2 2   4.542200e+00  1.102025e-01  4.064070e+01
12 1.150000e-02 1 2   4.446486e+00  1.105838e-01  3.699707e+01
13 1.250000e-02 1 2   4.505404e+00  1.124170e-01  3.777310e+01
14 1.350000e-02 1 2   4.530474e+00  1.137667e-01  3.762586e+01
15 1.450000e-02 2 2   4.623207e+00  1.138900e-01  3.927313e+01
16 1.550000e-02 2 2   4.627499e+00  1.118454e-01  3.865463e+01
17 1.650000e-02 1 2   4.531696e+00  1.073411e-01  3.543452e+01
18 1.750000e-02 1 2   4.592157e+00  1.057529e-01  3.621611e+01
19 1.850000e-02 1 3   4.620311e+00  1.051259e-01  3.620136e+01
20 1.950000e-02 2 2   4.705068e+00  1.065774e-01  3.761298e+01
21 2.050000e-02 2 2   4.701085e+00  1.081527e-01  3.694974e+01
22 2.150000e-02 1 1   4.596706e+00  1.087868e-01  3.391248e+01
23 2.250000e-02 1 2   4.646709e+00  1.081743e-01  3.448046e+01
24 2.350000e-02 1 2   4.669371e+00  1.057208e-01  3.441263e+01
25 2.450000e-02 1 2   4.676442e+00  1.032041e-01  3.405525e+01
26 2.550000e-02 1 2   4.673201e+00  1.020778e-01  3.351347e+01
27 2.650000e-02 1 2   4.667990e+00  1.024364e-01  3.294728e+01
28 2.750000e-02 1 2   4.664774e+00  1.033355e-01  3.242721e+01
29 2.850000e-02 1 2   4.663554e+00  1.037019e-01  3.194923e+01
30 2.950000e-02 1 2   4.661813e+00  1.030483e-01  3.146298e+01
31 3.050000e-02 1 2   4.657063e+00  1.017085e-01  3.092097e+01
32 3.150000e-02 1 2   4.648672e+00  1.004529e-01  3.031349e+01
33 3.250000e-02 1 2   4.637423e+00  9.988342e-02  2.965815e+01
34 3.350000e-02 1 2   4.624001e+00  9.999770e-02  2.896703e+01
35 3.450000e-02 1 2   4.608390e+00  1.002572e-01  2.823328e+01
36 3.550000e-02 1 2   4.590564e+00  1.000470e-01  2.744741e+01
37 3.650000e-02 1 2   4.571241e+00  9.914245e-02  2.661684e+01
38 3.750000e-02 1 2   4.551582e+00  9.784831e-02  2.576262e+01
39 3.850000e-02 1 2   4.532124e+00  9.675871e-02  2.489705e+01
40 3.950000e-02 1 2   4.512208e+00  9.632571e-02  2.400860e+01
41 4.050000e-02 1 2   4.490591e+00  9.656886e-02  2.307110e+01
42 4.150000e-02 1 2   4.466653e+00  9.707836e-02  2.206762e+01
43 4.250000e-02 1 2   4.441017e+00  9.728893e-02  2.100471e+01
