#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   4.602838e+00  1.213601e-01  4.454840e+01
1 5.000000e-04 1 1   4.615854e+00  1.205889e-01  4.494384e+01
2 1.500000e-03 1 2   4.494269e+00  1.210933e-01  4.126212e+01
3 2.500000e-03 1 2   4.526654e+00  1.189311e-01  4.051028e+01
4 3.500000e-03 1 2   4.576444e+00  1.189490e-01  4.069935e+01
5 4.500000e-03 1 2   4.623316e+00  1.199142e-01  4.084762e+01
6 5.500000e-03 1 2   4.639554e+00  1.208174e-01  4.028102e+01
7 6.500000e-03 1 2   4.647130e+00  1.205098e-01  3.953423e+01
8 7.500000e-03 1 3   4.664490e+00  1.186719e-01  3.901511e+01
9 8.500000e-03 1 2   4.694245e+00  1.160162e-01  3.877478e+01
10 9.500000e-03 1 2   4.728396e+00  1.138377e-01  3.864891e+01
11 1.050000e-02 1 1   4.757501e+00  1.132294e-01  3.844779e+01
12 1.150000e-02 1 1   4.777364e+00  1.143282e-01  3.809078e+01
13 1.250000e-02 1 2   4.791101e+00  1.161357e-01  3.763277e+01
14 1.350000e-02 1 1   4.805088e+00  1.170795e-01  3.718937e+01
15 1.450000e-02 1 2   4.822795e+00  1.163699e-01  3.683848e+01
16 1.550000e-02 1 2   4.843567e+00  1.139999e-01  3.656698e+01
17 1.650000e-02 1 2   4.863842e+00  1.111444e-01  3.630922e+01
18 1.750000e-02 1 1   4.880898e+00  1.091577e-01  3.600962e+01
19 1.850000e-02 1 2   4.894094e+00  1.089857e-01  3.565857e+01
20 1.950000e-02 1 2   4.904982e+00  1.100288e-01  3.527797e+01
21 2.050000e-02 1 2   4.914989e+00  1.111538e-01  3.489385e+01
22 2.150000e-02 1 2   4.924717e+00  1.113464e-01  3.451699e+01
23 2.250000e-02 1 1   4.933962e+00  1.101543e-01  3.414270e+01
24 2.350000e-02 1 1   4.941734e+00  1.083376e-01  3.375736e+01
25 2.450000e-02 1 2   4.947091e+00  1.068478e-01  3.334507e+01
26 2.550000e-02 1 2   4.949496e+00  1.060664e-01  3.289095e+01
27 2.650000e-02 1 2   4.948598e+00  1.060097e-01  3.238681e+01
28 2.750000e-02 1 2   4.944985e+00  1.062124e-01  3.183972e+01
29 2.850000e-02 1 3   4.939873e+00  1.060789e-01  3.126954e+01
30 2.950000e-02 1 2   4.934235e+00  1.053700e-01  3.069354e+01
31 3.050000e-02 1 2   4.927983e+00  1.043549e-01  3.011063e+01
32 3.150000e-02 1 2   4.919959e+00  1.035062e-01  2.949957e+01
33 3.250000e-02 1 2   4.908811e+00  1.031177e-01  2.883409e+01
34 3.350000e-02 1 1   4.894238e+00  1.030138e-01  2.810230e+01
35 3.450000e-02 1 2   4.876353e+00  1.030212e-01  2.731164e+01
36 3.550000e-02 1 1   4.857373e+00  1.025066e-01  2.648593e+01
37 3.650000e-02 1 2   4.837506e+00  1.016563e-01  2.563978e+01
38 3.750000e-02 1 2   4.817595e+00  1.005628e-01  2.477432e+01
39 3.850000e-02 1 2   4.796991e+00  9.971313e-02  2.387904e+01
40 3.950000e-02 1 2   4.775125e+00  9.936309e-02  2.294260e+01
41 4.050000e-02 1 2   4.751825e+00  9.945050e-02  2.196074e+01
42 4.150000e-02 1 2   4.727324e+00  9.965799e-02  2.093548e+01
43 4.250000e-02 1 2   4.702041e+00  9.961515e-02  1.987021e+01
44 4.350000e-02 1 2   4.676392e+00  9.911229e-02  1.876762e+01
45 4.450000e-02 1 2   4.650770e+00  9.821804e-02  1.763147e+01
46 4.550000e-02 1 2   4.625549e+00  9.722650e-02  1.646803e+01
47 4.650000e-02 1 2   4.601037e+00  9.648378e-02  1.528439e+01
