#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   2.962279e+00  6.820127e-02  2.349809e+01
1 5.000000e-04 1 1   2.978829e+00  6.753745e-02  2.386113e+01
2 1.500000e-03 1 2   2.881198e+00  6.851130e-02  2.156085e+01
3 2.500000e-03 1 1   2.909151e+00  6.704244e-02  2.140239e+01
4 3.500000e-03 1 1   2.925952e+00  6.717895e-02  2.150624e+01
5 4.500000e-03 1 1   2.943901e+00  6.740272e-02  2.158653e+01
6 5.500000e-03 1 1   2.946778e+00  6.759098e-02  2.131596e+01
7 6.500000e-03 1 1   2.945881e+00  6.744667e-02  2.096653e+01
8 7.500000e-03 1 1   2.949748e+00  6.682781e-02  2.072436e+01
9 8.500000e-03 1 1   2.958835e+00  6.593288e-02  2.059832e+01
10 9.500000e-03 1 2   2.969012e+00  6.517938e-02  2.050454e+01
11 1.050000e-02 1 1   2.976486e+00  6.497805e-02  2.036266e+01
12 1.150000e-02 1 1   2.980107e+00  6.536955e-02  2.015005e+01
13 1.250000e-02 1 1   2.981714e+00  6.595510e-02  1.990039e+01
14 1.350000e-02 1 1   2.983784e+00  6.623641e-02  1.966311e+01
15 1.450000e-02 1 1   2.987393e+00  6.590111e-02  1.946207e+01
16 1.550000e-02 1 1   2.991802e+00  6.502939e-02  1.928477e+01
17 1.650000e-02 1 1   2.995596e+00  6.403608e-02  1.910312e+01
18 1.750000e-02 1 1   2.997970e+00  6.339091e-02  1.889941e+01
19 1.850000e-02 1 1   2.999058e+00  6.331742e-02  1.867449e+01
20 1.950000e-02 1 1   2.999457e+00  6.366524e-02  1.843901e+01
21 2.050000e-02 1 1   2.999606e+00  6.403932e-02  1.820134e+01
22 2.150000e-02 1 1   2.999581e+00  6.408494e-02  1.796329e+01
23 2.250000e-02 1 1   2.999270e+00  6.370393e-02  1.772304e+01
24 2.350000e-02 1 1   2.998505e+00  6.309979e-02  1.747723e+01
25 2.450000e-02 1 1   2.997114e+00  6.254152e-02  1.722144e+01
26 2.550000e-02 1 1   2.994876e+00  6.224773e-02  1.694975e+01
27 2.650000e-02 1 1   2.991679e+00  6.221708e-02  1.665827e+01
28 2.750000e-02 1 1   2.987693e+00  6.227341e-02  1.634918e+01
29 2.850000e-02 1 1   2.983344e+00  6.222553e-02  1.603048e+01
30 2.950000e-02 1 1   2.979031e+00  6.200401e-02  1.571021e+01
31 3.050000e-02 1 1   2.974816e+00  6.168433e-02  1.538943e+01
32 3.150000e-02 1 1   2.970345e+00  6.140395e-02  1.506004e+01
33 3.250000e-02 1 1   2.965143e+00  6.125482e-02  1.471063e+01
34 3.350000e-02 1 1   2.959096e+00  6.121444e-02  1.433804e+01
35 3.450000e-02 1 1   2.952411e+00  6.116480e-02  1.394474e+01
36 3.550000e-02 1 1   2.945532e+00  6.101399e-02  1.353867e+01
37 3.650000e-02 1 1   2.938847e+00  6.073858e-02  1.312701e+01
38 3.750000e-02 1 1   2.932444e+00  6.040237e-02  1.271085e+01
39 3.850000e-02 1 1   2.926175e+00  6.011825e-02  1.228650e+01
40 3.950000e-02 1 1   2.919873e+00  5.995674e-02  1.185008e+01
41 4.050000e-02 1 1   2.913489e+00  5.991816e-02  1.140041e+01
42 4.150000e-02 1 1   2.907092e+00  5.993062e-02  1.093856e+01
43 4.250000e-02 1 1   2.900766e+00  5.990092e-02  1.046521e+01
44 4.350000e-02 1 1   2.894589e+00  5.976111e-02  9.980728e+00
45 4.450000e-02 1 1   2.888633e+00  5.950718e-02  9.485876e+00
46 4.550000e-02 1 1   2.883027e+00  5.919365e-02  8.984096e+00
47 4.650000e-02 1 1   2.877895e+00  5.890983e-02  8.479693e+00
48 4.750000e-02 1 1   2.873267e+00  5.873091e-02  7.974773e+00
49 4.850000e-02 1 1   2.869069e+00  5.866996e-02  7.468002e+00
50 4.950000e-02 1 1   2.865162e+00  5.869799e-02  6.955689e+00
51 5.050000e-02 1 1   2.861471e+00  5.872710e-02  6.435370e+00
52 5.150000e-02 1 1   2.858056e+00  5.868524e-02  5.908930e+00
53 5.250000e-02 1 1   2.855056e+00  5.853984e-02  5.381368e+00
54 5.350000e-02 1 1   2.852586e+00  5.831361e-02  4.857877e+00
55 5.450000e-02 1 1   2.850646e+00  5.808834e-02  4.340213e+00
56 5.550000e-02 1 1   2.849126e+00  5.791204e-02  3.826768e+00
57 5.650000e-02 1 1   2.847899e+00  5.784535e-02  3.314491e+00
58 5.750000e-02 1 1   2.846934e+00  5.785353e-02  2.802785e+00
59 5.850000e-02 1 1   2.846270e+00  5.786046e-02  2.294019e+00
60 5.950000e-02 1 1   2.845968e+00  5.779949e-02  1.792381e+00
61 6.050000e-02 1 1   2.846038e+00  5.765551e-02  1.300497e+00
