#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   4.772823e+00  1.258420e-01  4.619360e+01
1 5.000000e-04 1 1   4.786196e+00  1.250454e-01  4.660188e+01
2 1.500000e-03 1 2   4.658337e+00  1.255255e-01  4.269783e+01
3 2.500000e-03 1 1   4.692736e+00  1.232917e-01  4.189496e+01
4 3.500000e-03 1 2   4.746237e+00  1.233880e-01  4.210347e+01
5 4.500000e-03 1 2   4.796384e+00  1.242925e-01  4.226342e+01
6 5.500000e-03 1 2   4.813662e+00  1.252303e-01  4.165693e+01
7 6.500000e-03 1 2   4.821918e+00  1.249320e-01  4.086360e+01
8 7.500000e-03 1 2   4.840869e+00  1.229677e-01  4.031962e+01
9 8.500000e-03 1 2   4.873035e+00  1.201294e-01  4.007346e+01
10 9.500000e-03 1 2   4.909667e+00  1.178263e-01  3.994503e+01
11 1.050000e-02 1 2   4.940671e+00  1.172141e-01  3.973424e+01
12 1.150000e-02 1 2   4.961978e+00  1.183967e-01  3.935826e+01
13 1.250000e-02 1 2   4.977011e+00  1.202938e-01  3.887794e+01
14 1.350000e-02 1 4   4.992269e+00  1.213246e-01  3.841707e+01
15 1.450000e-02 1 3   5.011587e+00  1.204579e-01  3.805310e+01
16 1.550000e-02 1 2   5.033977e+00  1.178914e-01  3.777148e+01
17 1.650000e-02 1 2   5.055776e+00  1.148930e-01  3.750334e+01
18 1.750000e-02 1 2   5.074109e+00  1.129224e-01  3.719210e+01
19 1.850000e-02 1 2   5.088574e+00  1.126942e-01  3.682736e+01
20 1.950000e-02 1 2   5.100545e+00  1.137677e-01  3.643249e+01
21 2.050000e-02 1 2   5.111551e+00  1.149343e-01  3.603398e+01
22 2.150000e-02 1 2   5.122221e+00  1.150881e-01  3.564279e+01
23 2.250000e-02 1 2   5.132245e+00  1.139229e-01  3.525425e+01
24 2.350000e-02 1 1   5.140911e+00  1.118865e-01  3.485467e+01
25 2.450000e-02 1 2   5.146881e+00  1.102806e-01  3.442590e+01
26 2.550000e-02 1 2   5.149649e+00  1.095052e-01  3.395241e+01
27 2.650000e-02 1 2   5.148894e+00  1.094685e-01  3.342647e+01
28 2.750000e-02 1 2   5.145267e+00  1.096635e-01  3.285622e+01
29 2.850000e-02 1 2   5.140046e+00  1.094803e-01  3.226238e+01
30 2.950000e-02 1 2   5.134210e+00  1.087011e-01  3.166220e+01
31 3.050000e-02 1 2   5.127611e+00  1.076203e-01  3.105348e+01
32 3.150000e-02 1 2   5.119012e+00  1.067364e-01  3.041364e+01
33 3.250000e-02 1 2   5.107026e+00  1.063401e-01  2.971594e+01
34 3.350000e-02 1 1   5.091407e+00  1.062260e-01  2.894937e+01
35 3.450000e-02 1 2   5.072279e+00  1.062164e-01  2.812161e+01
36 3.550000e-02 1 1   5.052004e+00  1.056502e-01  2.725841e+01
37 3.650000e-02 1 1   5.030928e+00  1.046930e-01  2.637156e+01
38 3.750000e-02 1 2   5.009193e+00  1.036177e-01  2.546365e+01
39 3.850000e-02 1 2   4.986862e+00  1.027260e-01  2.452339e+01
40 3.950000e-02 1 2   4.963159e+00  1.023789e-01  2.353966e+01
41 4.050000e-02 1 2   4.937915e+00  1.024736e-01  2.250833e+01
42 4.150000e-02 1 2   4.911386e+00  1.026690e-01  2.143147e+01
43 4.250000e-02 1 2   4.884006e+00  1.025856e-01  2.031239e+01
44 4.350000e-02 1 1   4.856744e+00  1.020254e-01  1.915328e+01
45 4.450000e-02 1 2   4.828426e+00  1.010974e-01  1.795863e+01
46 4.550000e-02 1 2   4.801018e+00  1.000660e-01  1.673519e+01
47 4.650000e-02 1 2   4.774383e+00  9.933913e-02  1.549043e+01
48 4.750000e-02 1 1   4.749293e+00  9.910046e-02  1.422582e+01
49 4.850000e-02 1 2   4.723460e+00  9.926028e-02  1.293777e+01
50 4.950000e-02 1 2   4.698862e+00  9.962528e-02  1.161936e+01
51 5.050000e-02 1 1   4.675802e+00  9.992454e-02  1.026817e+01
52 5.150000e-02 1 2   4.652049e+00  9.979882e-02  8.891305e+00
53 5.250000e-02 1 2   4.630624e+00  9.931279e-02  7.499879e+00
