#TimeIteration Time SubCycles NewtonSteps Drag CrossFlowLift Lift
0 0.000000e+00 0 0   5.197590e+00  1.411641e-01  5.306874e+01
1 5.000000e-04 1 1   5.209362e+00  1.403427e-01  5.347465e+01
2 1.500000e-03 1 1   5.079725e+00  1.403418e-01  4.924601e+01
3 2.500000e-03 1 2   5.116488e+00  1.381784e-01  4.824391e+01
4 3.500000e-03 1 2   5.182199e+00  1.382190e-01  4.846256e+01
5 4.500000e-03 1 2   5.242845e+00  1.395058e-01  4.863084e+01
6 5.500000e-03 1 2   5.266023e+00  1.407777e-01  4.792991e+01
7 6.500000e-03 1 2   5.278416e+00  1.404309e-01  4.700568e+01
8 7.500000e-03 1 2   5.302952e+00  1.379777e-01  4.636505e+01
9 8.500000e-03 1 2   5.343423e+00  1.343782e-01  4.608263e+01
10 9.500000e-03 1 2   5.390115e+00  1.314380e-01  4.595949e+01
11 1.050000e-02 1 2   5.430775e+00  1.306330e-01  4.575467e+01
12 1.150000e-02 1 3   5.459785e+00  1.321394e-01  4.535559e+01
13 1.250000e-02 1 1   5.480843e+00  1.345365e-01  4.482400e+01
14 1.350000e-02 1 3   5.501643e+00  1.359849e-01  4.431024e+01
15 1.450000e-02 1 2   5.527681e+00  1.350000e-01  4.391630e+01
16 1.550000e-02 1 2   5.558045e+00  1.317529e-01  4.363140e+01
17 1.650000e-02 1 2   5.588166e+00  1.279197e-01  4.337121e+01
18 1.750000e-02 1 2   5.614175e+00  1.253884e-01  4.306166e+01
19 1.850000e-02 1 2   5.635302e+00  1.250967e-01  4.268572e+01
20 1.950000e-02 1 2   5.653231e+00  1.265087e-01  4.227146e+01
21 2.050000e-02 1 2   5.670043e+00  1.280606e-01  4.185395e+01
22 2.150000e-02 1 2   5.686642e+00  1.283013e-01  4.144826e+01
23 2.250000e-02 1 2   5.702628e+00  1.268034e-01  4.104844e+01
24 2.350000e-02 1 2   5.716810e+00  1.243046e-01  4.063576e+01
25 2.450000e-02 1 2   5.727787e+00  1.220971e-01  4.018713e+01
26 2.550000e-02 1 2   5.734426e+00  1.210342e-01  3.968183e+01
27 2.650000e-02 1 4   5.736442e+00  1.210714e-01  3.911144e+01
28 2.750000e-02 1 3   5.734741e+00  1.213939e-01  3.848694e+01
29 2.850000e-02 1 3   5.730953e+00  1.211807e-01  3.783363e+01
30 2.950000e-02 1 2   5.726259e+00  1.201553e-01  3.717181e+01
31 3.050000e-02 1 2   5.720389e+00  1.187227e-01  3.649801e+01
32 3.150000e-02 1 2   5.711675e+00  1.175656e-01  3.578402e+01
33 3.250000e-02 1 2   5.698262e+00  1.170739e-01  3.499638e+01
34 3.350000e-02 1 2   5.679529e+00  1.170802e-01  3.412075e+01
35 3.450000e-02 1 2   5.656494e+00  1.169966e-01  3.316993e+01
36 3.550000e-02 1 2   5.631031e+00  1.163208e-01  3.217085e+01
37 3.650000e-02 1 2   5.604537e+00  1.150017e-01  3.114267e+01
38 3.750000e-02 1 2   5.577223e+00  1.134735e-01  3.008496e+01
39 3.850000e-02 1 2   5.548398e+00  1.123405e-01  2.898326e+01
